"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1578206645","PHYSICIANS MEDICAL EQUIPMENT AND SUPPLIES","3"
"1598461576","No Place Like Home Senior Services","5"
"1598461576","No Place Like Home Senior Services LLC","5"
"1609576727","Elementary Nutrition","3"
"1629084264","Denise Joseph-Brown, MD, Inc","4"
"1629282173","Hanson House","5"
"1679743884","Connect Hearing, Inc.","3"
"1679944003","Jedburg Dialysis","3"
"1710687850","angeles happy hearts afh llc","3"
"1730113655","Elara Caring","3"
"1851561070","Connect Hearing, Inc.","3"
"1861662074","Connect Hearing, Inc.","3"
"1881864098","Connect Hearing, Inc.","3"
"1891495917","BBYS CO","4"
"1922278134","Connect Hearing, Inc.","3"
"1932223765","LCHD - ER Group","5"
"1932807377","Lynwood Nursing Home","3"
"1952504680","Connect Hearing, Inc.","3"
"1952571168","Connect Hearing, Inc.","3"
"1952646796","Hanul Family Alliance (D/B/A)","3"
"1962672170","Connect Hearing, Inc.","3"
"1972203008","MDCH Services","5"
"1992098149","Connect Hearing, Inc.","3"
"1033239777","Cornerstone","5"
"1043910193","Yosev Homes LLC","3"
"1093985046","Connect Hearing, Inc.","3"
"1104247659","Kick Start","3"
"1124587233","PCS-Corvallis MS Counseling Center","5"
"1144490350","Connect Hearing, Inc.","3"
"1144920299","HOUSTON CROSSROADS DENTAL CARE","3"
"1154591360","Connect Hearing, Inc.","3"
"1164692125","Connect Hearing, Inc.","3"
"1215650056","Affirming Approach, LLC.","3"
"1235309444","Connect Hearing, Inc.","3"
"1245930395","Sakura Dental","3"
"1275500605","West Des Moines Dialysis","3"
"1306546940","COMPLETE LIFE SERVICES","3"
"1306980974","CYS Pathways Community Services Project RENEW","5"
"1316647464","Buried Moon Counseling","5"
"1326356593","Matrix Home Health Services","3"
"1356892285","Ripple Health Clinic","3"
"1386016822","Tru Health and Wellness","3"
"1407948748","Azer Clinic","3"
"1417657552","Shelter At Home Care LLC","3"
"1437294618","CYS Pathways Community Services STAY","3"
"1437859584","CAB Learning","3"
"1467781013","CYS Pathways Community Services Garden Grove","3"
"1487399937","Desert Senita Arizona City Pharmacy","3"
"1497466494","Arbor Health Packwood Clinic","5"
"1538165766","La Crosse County Health Department","3"
"1538339593","Connect Hearing, Inc.","3"
"1578263695","Homewatch CareGivers of South Tampa","3"
"1619147675","Connect Hearing, Inc.","3"
"1629778840","Love and Care Senior Services, LLC","3"
"1720258775","Connect Hearing, Inc.","3"
"1730890658","BrightStar Care North Kansas City, Metro Kansas City, Lee's Summit","3"
"1750799177","Connect Hearing, Inc.","3"
"1811459233","Genesis Hospice Care","3"
"1821381070","Connect Hearing, Inc.","3"
"1841905205","ALMADEN OPTOMETRIC ASSOCIATES","3"
"1881729911","CYS Pathways Community Services Anaheim","5"
"1932816014","Elevated Solutions Counseling","3"
"1942911516","Florida Integrated Therapy Inc","3"
"1952583460","Alpha Sleep Labs","3"
"1003516170","Legacy's Home Care Agency","3"
"1013348358","Golden Umbrella","3"
"1023011053","Vine Discount Pharmacy & Medical Supply","3"
"1023648425","Performance Home Medical","3"
"1033163282","Bard Optical","3"
"1043910110","SoCal Smiles Dentistry","3"
"1063112035","Judah Urgent Care","3"
"1063135580","Harvey H. Chin, D.D.S.","4"
"1124072269","Bard Optical","3"
"1134173321","Bard Optical","3"
"1164476354","Bard Optical","3"
"1235851445","Stability Mental Health, PLLC","3"
"1255617924","Bard Optical","3"
"1275587420","Bard Optical","3"
"1285206417","Foundations Direct Care","3"
"1295774859","Bard Optical","3"
"1316647480","Therapy for Peace of Mind","3"
"1336849306","Integrity First Counseling","3"
"1376581611","Bard Optical","3"
"1477760874","Cameron Park Counseling Center","3"
"1487351714","JUDYS DRUG STORE LTC","3"
"1508856923","BARD OPTICAL","3"
"1528012218","Bard Optical","3"
"1528013471","Bard Optical","3"
"1578772323","Casa De Esperanza Y Suenos Casa d","3"
"1588068589","TELECARE EL DORADO COUNTY PSYCHIATRIC HEALTH FACILITY","5"
"1588302236","Kristen Salvatore, LMSW","3"
"1588603138","Bard Optical","3"
"1598710345","Bard Optical","3"
"1598841744","Kaiser PFICS","3"
"1609340769","TELECARE HERALD HOUSE","3"
"1609815992","Bard Optical","3"
"1619404324","AMHS Telecare TREEhouse Crisis Residential South Outpatient","3"
"1619476892","Muriel Wright Recovery Center CRT","3"
"1619970845","BioScrip Pharmacy Services","3"
"1629154786","Sausal Creek Outpatient Clinic","3"
"1629319330","Bard Optical","3"
"1689677460","Medicine Shop","3"
"1730134552","Bard Optical","3"
"1750384624","Medicap Pharmacy","3"
"1760421317","Bard Optical","3"
"1790326882","Performance Home Medical","3"
"1790723542","Bard Optical","3"
"1801085071","Performance Home Medical","3"
"1821091596","Express Care Pharmacy","3"
"1831323419","Bard Optical","3"
"1841990918","SmilePro Dentistry","3"
"1902850043","Bard Optical","3"
"1912042862","Benson Health Clinic","3"
"1932153186","Bard Optical","3"
"1962129247","Medicine Shoppe LTC","3"
"1023012044","Medicap Pharmacy","3"
"1023013927","DOUG'S PHARMACY","3"
"1033116702","LOMBARD APOTHECARY","3"
"1104822402","Medicine Shoppe","3"
"1104829860","CET","5"
"1134125339","Lincoln Pharmacy","3"
"1144224585","Medicine Shoppe","3"
"1154327773","Ashley Tang MD, Ashley Medical Group, Inc.","3"
"1205833316","Pharmed Inc, dba Pharmed Pharmacy","4"
"1225035892","Medicap Pharmacy","3"
"1255336517","BioScrip Infusion Services","3"
"1295738409","BioScrip Infusion Services","3"
"1306840921","Prescription Center Plus","3"
"1306842224","HARRIS PHARMACY AND HOME HEALTHCARE","3"
"1306843073","Fishers Pharmacy","3"
"1376540914","Mare Pharmacy and Discount","3"
"1376545657","REMEDI SENIORCARE","3"
"1396741997","Bruce A. Brazinsky, DPM","3"
"1417951328","Prescription Center Plus","3"
"1467458059","NHI LE MD/PA","4"
"1487650941","Granbury Drug I","3"
"1619974268","Murray-Overhill Pharmacy","3"
"1639173685","Medicap Pharmacy","3"
"1649275835","Redner's Pharmacy #22","3"
"1659377984","Rx.com Partners, LP","4"
"1679570253","Northgate Care Pharmacy","3"
"1679578470","Avee Pharmacy","4"
"1780689836","PHARMACY DEPARTMENT","5"
"1922001262","lsuhsc","5"
"1942207618","Radnor Pharmacy","3"
"1063411411","Medicine Shoppe","3"
"1093707903","Medicap Pharmacy","3"
"1124027511","Riesbeck's Pharmacy","3"
"1174523542","Professional Discount Pharmacy","3"
"1225037617","Riesbeck's Pharmacy","3"
"1255332615","CAL-MED PHARMACY WEST","3"
"1265432181","MORGAN DRUG STORE","3"
"1275530180","Medicine Shoppe","3"
"1275534521","LINDSAY DRUG CO","3"
"1285633289","Gary W Thomas MD, PA","4"
"1295734648","Medicine Shoppe","3"
"1316939234","Westlawn Pharmacy","3"
"1356341341","MEDICINE SHOPPE","3"
"1376543454","McElroy Pharmacy","3"
"1548260235","Cox Pharmacy","3"
"1568461267","Sonoma County Indian Health Project Pharmacy","3"
"1588663074","Riesbeck's #6 Pharmacy","3"
"1598764086","Riesbeck's Pharmacy","3"
"1598766545","Medicine Shoppe","3"
"1639178536","Maitland Rexall Drugs","3"
"1669471504","Medicap Pharmacy","3"
"1700888781","MedCenter Pharmacy","3"
"1750381828","Cox Pharmacy - Keys","3"
"1821098880","Collier Drug Stores Inc.","3"
"1871594895","Shatto's Frontier Drug","3"
"1013900083","Lee Pharmacy & Healthcare","3"
"1023002656","Cameron County Pharmacy","3"
"1043202146","BEVERLY PLAZA RX INC","3"
"1063407252","Sortpak Pharmacy","3"
"1194727792","MEDICINE SHOPPE","3"
"1265424832","The Medicine Place Pharmacy #2","5"
"1316932551","RINGERS DRUG STORE","3"
"1326033523","RINGERS PROFESSIONAL PHARMACY","3"
"1407842107","Ross Park Pharmacy","5"
"1427042738","The Medicine Shoppe 1145","3"
"1437142981","Grand Ave Pharmacy","3"
"1477549186","J & A Pharmacy","5"
"1497740302","Medicine Shoppe","3"
"1497740435","Summit Health Pharmacy Inc","3"
"1497740435","Burmans Community Pharmacy Inc","4"
"1508858127","University of Iowa Hospitals & Clinics/Ambulatory Care Pharmacy","3"
"1508859414","Medicap Pharmacy","3"
"1538154166","MAPLETON DRUG","3"
"1588657688","J & N Pharmacy","3"
"1588658439","DBA Valley Compounding Pharmacy","5"
"1588658611","Farmacia San Patricio","4"
"1619969490","Solar Town Pharmacy - VHM","3"
"1699769067","Chapter S Corporation","5"
"1770578296","Alaska Family Pharmacy","3"
"1861484214","QUALITY CARE PHARMACYT","3"
"1942202031","Medicine Shoppe Pharmacy 0376","3"
"1942294459","Asheville Eye Clinic","5"
"1952395733","dba APPLETREE PHARMACY","3"
"1972598431","CORONA DRUG","3"
"1003805490","Medicine Shoppe","3"
"1104814698","THE MEDICINE SHOPPE","3"
"1114915774","L&A PHARMACY","3"
"1134110463","The Medicine Shoppe","3"
"1134119043","DRIVE-IN PHARMACY","3"
"1144218850","Jones McCall Pharmacy","5"
"1184610396","MIDC PHARMACY","5"
"1194711259","Pharmacy Express","3"
"1205822475","Medicine Shoppe","3"
"1225026842","Apothecary West","3"
"1235125303","Pharmacy Express","3"
"1285621136","White Cross Pharmacy Priest River","3"
"1285622001","Medicine Shoppe","3"
"1285624064","Idaho State Veterans Home - Pocatello","5"
"1285624627","Idaho State Veterans Home - Boise","5"
"1346238995","MONICA'S PHARMACY","3"
"1356337323","Pharmacy Express","3"
"1386630374","Fall River Pharmacy","3"
"1437148400","PILLCO PHARMACY","3"
"1447246632","HHI","3"
"1508855990","Brook Pharmacy","3"
"1528055571","MEDICINE SHOPPE","3"
"1578553061","Lotus Pharmacy","3"
"1609864289","A & B SUNSET PHARMACY","3"
"1609865864","CHC Pharmacy Atascadero","3"
"1659369213","PADDEN PHARMACY","3"
"1669461109","Berea White House Clinic Pharmacy","3"
"1679560627","Tuttle's Doyle Park Pharmacy","3"
"1679562011","Idaho State Veterans Home - Lewiston","5"
"1699761452","LaredoHME","3"
"1699763276","DIAMOND PHARMACY","3"
"1710977442","The Medicine Shoppe","3"
"1740279926","White House Clinic Pharmacy","3"
"1750379285","MARLAND HEIGHTS PHARMACY","3"
"1760472260","Exigent Wade Hampton","3"
"1760478820","Pharmacy Express #28","3"
"1770579286","Rambo Pharmacy","3"
"1811985476","GLENWOOD PHARMACY","3"
"1831185826","Pharmacy Express","3"
"1841288537","Edward's Drugs","3"
"1851387716","RX EXPRESS PHARMACE & SURGICAL","3"
"1861489155","Family Practice & Osteopathic Therapy","5"
"1871583898","Medicine Shoppe Pharmacy","3"
"1891783635","ROCKLAND RADIATION ONCOLOGY","5"
"1932195922","Pharmacy Express","3"
"1932196763","Bashas United Drug # 1","3"
"1932196888","Tuttle's Hoen Pharmacy","3"
"1942296918","Pharmacy Express","3"
"1952390254","Community Health Centers Pharmacy","3"
"1003897364","The Medicine Shoppe","3"
"1043200363","MEDICINE SHOPPE","3"
"1083605521","Restorative Dental Associates","3"
"1144201237","MEDICINE SHOPPE","3"
"1174506349","Oakland Pharmacy","3"
"1215910997","Star Care Pharmacy","3"
"1255314258","Medicap Pharmacy","3"
"1366423139","The Medicine Shoppe","3"
"1407847320","Exigent Wade Hampton","3"
"1447232533","Medical Park United Drug","4"
"1447234919","Endoscopy Center for Digestive Health","3"
"1457333577","Dr Jonathan P Perlman","5"
"1467442673","Lombard Pharmacy, Inc","3"
"1477538882","HCHD","5"
"1508840976","Market Drug","3"
"1528049046","Medical Center Pharmacy","3"
"1538140769","DIXIE CITY PHARMACY 1","3"
"1568453793","Shannon Hills Pharmacy","3"
"1588648703","Mary Mahoney Pharmacy","5"
"1639160732","Hayden Health Mart","3"
"1639160732","Hayden Pharmacy","3"
"1750363065","BioScrip Infusion Services","3"
"1750363610","Compound RX","3"
"1801887625","Exigent Wade Hampton","3"
"1811970494","Doctors' Surgical Center","3"
"1841281029","Medicine Shoppe","3"
"1992788798","Center for Advanced Pediatric Surgery","3"
"1003893017","Glen Flora Medical Clinic","3"
"1003895335","Save Mart Pharmacy #60","5"
"1033198361","Save Mart Pharmacy #45","3"
"1083699698","David Enterprises, Inc.","4"
"1134108418","S-Mart Pharmacy #39","5"
"1144207549","family pharmacy","3"
"1164409280","Gristedes Pharmacy #544","3"
"1174500292","Gristgogs Pharmacy 517","3"
"1184601312","The Medicine Shoppe","3"
"1205816352","Save Mart Pharmacy #102","3"
"1225018377","Food Maxx Pharmacy #487","3"
"1255318374","Gristedes Pharmacy #561","3"
"1265417927","Upstate Pharmacy - Eastside","3"
"1265419907","Mease Countryside Hospital","3"
"1285619361","Fox Care Pharmacy","3"
"1336125236","Dwaynes Friendly Pharmacy","3"
"1336125640","Mease Dunedin Hospital","3"
"1366421604","Save Mart Pharmacy #77","3"
"1376520676","Grane Supply","3"
"1376522607","Save Mart Pharmacy #65","5"
"1376523415","S-Mart Pharmacy #221","5"
"1376529743","Morton Plant Hospital","3"
"1407833437","Medicine Shoppe","3"
"1437135811","Morton Plant North Bay Hospital","3"
"1447236583","Medicine Shoppe","3"
"1447238142","MY PHARMACY OF CORAL REEF","3"
"1467439083","Midway Pharmacy","3"
"1467439760","Dixie City Pharmacy # 2","3"
"1477530962","Gristedes Pharmacy 52","3"
"1497732515","Gristedes Pharmacy 560","3"
"1518947654","Save Mart Pharmacy #233","3"
"1528047867","Save Mart Pharmacy #83","3"
"1538146113","Dixie City Pharmacy No 3","3"
"1538147111","BioScrip Infusion Services","3"
"1558349233","ROYAL PALM DRUG","3"
"1568449056","Gristedes Pharmacy 90","3"
"1588641625","The Medicine Shoppe","3"
"1598742132","Willits Pharmacy","3"
"1629053590","Gristedes Pharmacy 514","3"
"1629057963","Save Mart Pharmacy #78","3"
"1639156219","Dixie City Pharmacy # 4","3"
"1649259987","Save Mart Pharmacy #71","3"
"1659350981","Save Mart Pharmacy #53","5"
"1659356525","The Medicine Shoppe","3"
"1669451993","Save Mart Pharmacy #52","3"
"1700861671","Gristedes Pharmacy 507","3"
"1700863347","Dixie City Pharmacy # 5","3"
"1730164997","Sherwood Care Pharmacy","3"
"1740264340","METAMORA PHARMACY","3"
"1801871371","Pharmacy","5"
"1801873625","Medicine Shoppe","3"
"1871570275","family pharmacy no 2","3"
"1891774139","Save Mart Pharmacy #82","3"
"1912983461","Home Care Pharmacy/Hager Park","3"
"1912986241","Save Mart Pharmacy #62","3"
"1912986258","Save Mart Pharmacy #70","5"
"1962489062","Gristedes Pharmacy #545","3"
"1972581825","Crisfield Discount Pharmacy","3"
"1992782536","J & J Pharmacy","3"
"1043299308","Save Mart Pharmacy #49","3"
"1093794331","Save Mart Pharmacy #73","3"
"1134109176","Save Mart Pharmacy #93","3"
"1174502389","S-Mart Pharmacy #91","3"
"1205816055","Save Mart Pharmacy #86","3"
"1215916424","Save Mart Pharmacy #202","3"
"1245219518","Save Mart Pharmacy #36","3"
"1295714400","S-Mart Pharmacy #209","3"
"1306826342","Save Mart Pharmacy #94","3"
"1366412611","FirstChoice Healthcare","3"
"1366421570","Save Mart Pharmacy #212","5"
"1376514810","SAN VICENTE PHARMACY","3"
"1467431817","Pharmacy Express","3"
"1518930908","The Medicine Shoppe","3"
"1518939735","Five Star Quality Care","5"
"1538148739","Save Mart Pharmacy #90","5"
"1619956836","S-Mart Pharmacy #219","5"
"1619957347","LeBlanc Eye Clinic","4"
"1649259847","Save Mart Pharmacy #89","3"
"1649259854","Save Mart Pharmacy #210","5"
"1700859857","PD Labs","5"
"1720067069","Save Mart Pharmacy #76","5"
"1740269943","Save Mart Pharmacy #87","5"
"1780663997","Save Mart Pharmacy #98","3"
"1851362081","Community Pharmacy Services Inc","4"
"1902878796","Downtown Pharmacy","5"
"1922070929","LTC Welcome Pharmacy Michigan Center","3"
"1992784110","Save Mart Pharmacy #213","5"
"1033186192","Williams Bros. Health Care Pharmacy","3"
"1053388579","Redwood Apothecary","3"
"1073580403","Manor Pharmacy","3"
"1093781734","Medicine Shoppe","3"
"1114991114","Medicine Mart Pharmacy","3"
"1134194202","Angel's Pharmacy","3"
"1134194202","MEDICINE SHOPPE DELAND","3"
"1164497475","Rx Express Pharmacy of Pascagoula","3"
"1184699084","Catalina Island Medical Center","3"
"1255306106","Catalina Island Medical Center","3"
"1285609628","The Medicine Shoppe","3"
"1376518837","Georgetown Medical, P.C.","3"
"1477520377","dba The Medicine Shoppe #1189","3"
"1487621553","Williams Bros. Health Care Pharmacy","3"
"1518934264","Manor Pharmacy - Trinity","3"
"1558336586","The Medicine Shoppe","3"
"1568437440","CAtalina Island Medical Center","3"
"1710953369","Dennis F Corbett MD","5"
"1750357539","BAYSPRING MEDICAL GROUP","3"
"1851365415","THE SURGERY CENTER OF QUINCY","3"
"1992770747","The Medicine Shoppe","3"
"1013985696","North Retail Pharmacy","3"
"1104887199","University Physicians Hospital @ Kino","3"
"1235198771","Bassam N. Aldaia, MD","4"
"1295798627","MED ONE HEALTH CARE LLC","3"
"1477516060","ONE CHILD PLACE Pediatrics","3"
"1518936442","Barber's Pharmacy","3"
"1528020229","Sturgis Medical Center","4"
"1558321307","Valley Children's Campus Pharmacy","4"
"1598726879","q.d. Pharmacy","3"
"1619946746","University Retail Pharmacy","3"
"1659335172","Mombers Pharmacy","3"
"1679533582","Portsmouth Pharmacy","5"
"1730141243","Kino Physicians Group","5"
"1760442156","Portland Pharmacy I","5"
"1760451140","AMELON IMMEDIATE CARE","3"
"1780644914","Integrated Associates in Medicine","3"
"1790754828","Methodist Retail Pharmacy","3"
"1811957434","Route 66 Pharmacy","3"
"1841254356","Aumacks Chemist Shop","3"
"1861452377","Mercury West Pharmacy","3"
"1881655330","Aptiva Medical","3"
"1881655330","AptivaRx","3"
